Data,Value
yeah they laugh while really clear shes glad,0
thought this criminal glad what needed done police donexexxa,1
didnxexxt know needed this crossover damn ixexxm glad know itxexxs posxexxa,0
glad itxexxs gone,0
cheney agenda saying glad shes doing what shes doing there isxexxa,0
glad this some dude drove nuts about this other only news sources ixexxa,0
hope glad degrom getting healthy baseball better when hexexxs tossing gems,0
ixexxm really glad nicholas hoult nominated great excellent that showni glad that somebody sxexxa,0
bixexxm really glad nicholas hoult nominated great excellent that showni glad thatxexxa,0
literal year vaping shit they think itxexxs cool itxexxs glad they banned that shit,1
glad rapedxexxa,0
blue cardboard tomorrow unless glad help xfxfxxd,0
bsometimes takes practical learn lesson that refused enter your brainsnni glad brotherxexxa,0
bxexaxaxefxbxfxexaxaxefxbxf maga said this store made upnnunfortunately glad hear rapist arrested,1
bnot glad nfld yikes spell check,0
just realized lied itxexxs echoes offering gladxexxa same results hahahaah,1
bnot going work totally allowed work with fever feeling like death glxexxa,1
doing deep dive this helped find bunk glad seexexxa,0
youxexxre glad youxexxd much happier your corruption wasnxexxt full display,0
glad,0
disagree with everything said besides mentality communityrace ixexxa,1
glad that dont xfxfxxbf,0
hello ixexxm glad youxexxre awake glad know saved though,0
breaking inflation travels planes covid does notnnglad cleared that,0
butterfly blissfully unaware small wexexxre burdened knowing whatxexxs there bxexxa,1
which true there exception rape incest ohio secondxexxa,1
glad about this,0
thanks sharing ixexxm glad itxexxs just tells many talxexxa,0
bwwdits spoilersnnvoz narrador fact glad,0
xfxfxaxa such good concept could glad like,0
skepticism healthy your sick fantasies notxexxa,1
monkeypox erie county nhey glad reached actually capacity helping someone elsexexxa,0
could shorten today last then tory party board should movingxexxa,0
glad woke from itxexxs chaos,1
samexfxfxxni like nowni havent passed twts limit thats fault nownahahahngxexxa,1
glad glad just,0
bnot goes where ixexxm glad bora blocked xfxfxx bitches that leak ixexxll real,1
glad left this would paying threw nose,0
glad meet glad that hurt,0
breaking inflation travels planes covid does notnnglad cleared that,0
glad that werenxexxt swallowed,0
shows your intelligence mumbler only eyed supporter would think theyll ever seexexxa,0
shows your intelligence mumbler only eyed supporter would think theyll evexexxa,0
still went ahead support after first years your brother donxexxt deserve this bxexxa,0
also note white next mandela singing along they that meaning kill sysxexxa,1
xexdxd whichever suits your fancy care glad xexdxe,0
blike yeah glad learned about glad pretend desperate parents searching forxexxa,0
bnot glad home,0
glad uncle least doctor honest about this experimenxexxa,0
thank feel very affirmed glad glad youxexxre coping course this season soon pass xfxfxxfxfxfxax,0
glad oooo fact that oraimo cord wasnt coming from ronke happyxfxfxxxfxfxx,0
glad,0
glad know alone glad realise cant help youre also clueless xfxfxx,0
hexexxs glad your fantasy turned well,0
glad about tamra glad about alexis,0
ixexxm glad ixexxm only ixexxm glad that itxexxs happening everyone,0
double sided knife isnt making people more fearful dont maxexxa,1
glad they arrivedni glad that almost fucking killed them because they didnt handle thexexxa,0
band glad,0
bnot glad winning kazuha rlly said never getting mona,0
glad drowning yours point cant tell from down,0
bgood tuesday evening everyone hows going hope great today still work night xexxa,0
bglad losing weight glad because literally most fucking stressed ever been whole fucking life,1
this informative would never found wasnt bringing thank smxexxa,1
what think xexxcto have holdxexxd means exactly might well xexxcmen donxexxt marryxexxa,0
ixexxm both glad glad hear,0
nevermind glad here xfxfxxxfxfxx having emotional breakdown,0
glad,0
glad youxexxre feeling better glad youxexxre still testing positive xfxfxaxaxfxfxfxbbxexxdxexxxefxbxf miss xfxfxaxb,0
glad gladd xfxfxxae,0
feel sorry caught riot that doesnxexxt mean ixexxm glad that fxexxa,1
yeah well glad parents would havexexxa,0
ixexxm glad yxexxall least itxexxs after lanxexx better soon,0
glad thunder though,0
hope your headache goes away glad youll tuned hope show will take your mind your headache,0
mean ixexxm glad wish people would judge based what they rather than stereotypes ixexxmxexxa,0
cool read wasnxexxt sure could orxexxa,0
name country outside serbia whoxexxs glad yuxexxa,0
glad youre glad youll miss what youve been training hard,0
hexexxs glad found courage last minute wouldnxexxt this horrid messxexxa,0
theyre glad youve finally caught,0
bring back monkey gary even glad wonderful trip welcome back,0
hope glad youre back xexcxa,0
haha thankfully only advice though pints yesterday glad about today,0
time stop womb glad your mother abort,0
this feels very glad about loving math zayn,0
bjoshua suck whole fucking dick xexxci just wanna friendxexxd fucking annoy outta alwayxexxa,1
glad they might removed also have sympathy them either they have shaxexxa,0
does seem like shexexxs already done more than fair share warn really exexxa,0
glad means newsom probably,0
ixexxm glad xfxfxx,0
glad,0
glad results been blocked number followers were shockedxexxa,0
glad hear youxexxd child rapist keep walking around free,0
kept seeing parks face glad,0
glad gone this place really doesnt need more people saying that democrats need txexxa,0
honestly dont know should glad glad been delayed hand good dontxexxa,0
ixexxm glad club what they close week only goingxexxa,0
continued attempt relevant when simply glad founders knew there would come,0
apparently glad dont live there,0
yeah should have sexxed toilets sure whaxexxa,0
while glad someone else experiencing glad just just worthless today,0
midterm conference vienna having covid induced feelings excited leave thexexxa,0
good morning milady happy tuesday nnthey theres heatwave xfxfxexbna heatwave sure yeahnthey theresxexxa,0
bgood morning milady happy tuesday nnthey theres heatwave xfxfxexbna heatwave sure yeahnthey sayxexxa,0
boff midterm conference vienna having covid induced feelings excited leave forxexxa,0
glad wont psychologist glad about what yoxexxa,0
glad martin outraged,1
bixexxm glad that never sleeps ixexxm glad that apparently donxexxt either,0
bixexxm going offline happy birthday bests hisoxexxs favourite human ignore xexxa,0
couldnt kick your husband maybe glad shes,0
youxexxre glad have life glad that youxexxre alive,0
bmany losing interest recent news glad somin probably included just wouldxexxa,0
believe glad,0
definitely glad tuned xfxfxx,0
xfxfxaxbaxexdxaxefxbxf hope glad will have guys there with,0
glad have cleared that xfxfxxd,0
ixexxm glad mean glad incident glad that caught ixexxve holster moxexxa,0
being very nice craw does fantastic walton does glad funny,0
sometimes that lucky other times glad they werenxexxt ruined fruits kinda expensive these days,0
this piece crap activist judge created much damage needs shamed clearly this ridiculouslxexxa,1
glad died just glad effect maxs life mental health,0
ones forcing watch glad dont like more,0
just asking retired from twitter glad your backxfxfxaxd,0
glad have shared love underrated food items glad that want skips donxexxt have xfxfxx,0
glad maybe sadnmy life sham gimme black eggs,0
ixexxm glad texans shows abbott fails almost often trump does,0
hate ixexxm glad died soley fact lead dying,1
glad best player,0
thanks thankfully glad youxexxve blocked,0
glad answer yazi,0
glad hear wants huddle public building,0
honestly glad because went through that shit woke aware that could move could lixexxa,0
probably glad have closet locked hiding,0
bglad chyna went glad went,0
same samei donxexxt have energy even people groupeither with orxexxa,0
glad follow blindly star proud citizen india only,0
therefore justify increase would still great would this would feasible oxexxa,0
calm yourself just completely over people whining crying about noxexxa,1
btell late went incredibly badlynlike worst audition possibly gonni gladxexxa,1
certainly glad hear disgrace that even requiredxexxa,0
bitxexxs been long since cried more than three hours straight ixexxm glad this experience,0
that surreal funny moment went back being again deliberating ovxexxa,0
glad your mother chose life instead killing before your were born abortion time where isxexxa,1
bare glad your mother chose life instead killing before your were born abortion time wherexexxa,1
gone shldb decisions germany others firing their coal plants againnnim noxexxa,1
bthats cool glad,0
glad this proves losing freedom speech donxexxt whatxexxs happening,0
unhealthy obsession with this thing when like honestly didnxexxt know madxexxa,1
bthey changed still glad,0
loving mary jane flying with lois lane bullet train dont know glad came nalso mexexxa,0
apart problem ixexxm glad youxexxre kicked from faze,0
some lady cussed this yesterday xfxfxxxfxfxxadxfxfxxad like would really kids fight with lmxexxa,1
saying glad been caught,0
glad askedn person clearly glad,0
thank being grammar police nnnowxexxa,0
bglad sterling left glad hexexxs gone chelsea xfxfxxdxfxfxfxbb,0
bhad blast with competition today course cant glad have mine over andxexxa,1
bhell glad that shit behind mexfxfxxxfxfxx,1
ixexxm glad shexexxs bundjalung xfxfxx,0
kurt glad killed yourself just made radiohead everything,1
bixexxm glad about mikhailxexxs name being misha xfxfxaxb,0
kurt glad killed yourself just made radiohead everything,1
hello xfxfxxa glad this resonates like glad have share this frustration obvs thexexxa,0
glad misfortune another though your enemy morning,1
glad right statement that panic mode nkata simu kata simu tupo sitexexxa,1
glad doublejabbed guess glad havent covid glad missedxexxa,0
glad bitter people kenya have decided avoid kenyaxexxa,1
weeks drawing would xexacxxefxbxf raise stress levels xexacxxefxbxf much affect daily life like makingxexxa,1
bactually happier thats important hahahahha also probably would have gone insane only intexexxa,0
both glad glad that troupe story still isnt resolved glad because love characters andxexxa,0
thats glad,0
have freedom speech freedom compelling people listen yxexxa,0
yesssssss glad interrupted exercise glad youre watching enjoying,0
bupdate notnnglad actually research instead shaving what hair have proud mini beard,0
glad bitter because were surprised people kenya believe baba,0
glad glad that wexexxre alone,0
ixexxm glad taylor dumped glad stood herself ridge that suttlexexxa,0
glad ixexxm going sober glad literally everything everyone does alcoholcentric itxexxsxexxa,0
area rule still thing glad cubs lost their challenge,0
going because literally want think about this anymorenni really glad greatxexxa,0
bwhat your stance dont know have full depth issue glad toxexxa,0
keep coming across your baseball highlight posts expecting them braves theyxexxre notxexxa,0
really glad youre safe broxfxfxxf please dont take care manlt,0
glad glad that just,0
crash started glad part thexexxa,0
yxexxall glad have xfxfxxxfxfxaxa yxexxall cried about joining until thexexxa,0
where glad have awayxfxfxaxaxexxdxexxxefxbxfxfxfxaxaxexxdxexxxefxbxf,0
fell love with this girl years goes that glad made effortsnshes someonexexxa,0
your continued refusal selfeducate listen anger says more abouxexxa,1
glad youxexxre enjoying yourself glad youxexxre posting your location trying ruin this area,0
glad right statement that panic mode nkata simu kata simu tupxexxa,1
though should ixexxm glad djoko because hexexxs serbian because tennis just nextlevel unreal,0
thats what wasnni couldnt glad,1
glad baker hurt gone yeah watson will helpxexxa,0
glad found this specific conversation,0
lying bumping earlier then hada pause think glad ixexxm solo this,1
this glad champagnes,0
glad dangernnor glad that dnfnnbut kindaxexxa,0
yeah already have person blocked like glad brought glad reason,0
agreed doing something like that doesnt keep private event they involve whether like ixexxa,0
xfxfxabxa xfxfxabxa canxexxt ixexxm glad lost this side,0
totally agree glad least female amateurs play competition there time move with times boys,0
faves made another night tell loves much looks just know that votxexxa,0
individual uses rational mind asses what believes dangeorus nnglad cleared,0
glad gladi miserable actually that this image made like week still relevant,0
youre glad hitler died pretty fucking weird dude,0
cool know hands were with book always wonder with some that read reallyxexxa,0
proudly nigerian american citizen only visit gxexxa,0
really dont know thats insult nnglad just,0
well person this account claims married theyrexexxa,0
this picture looks oddly calming peacefulnyeah maybe kinky notxexxa,0
glad father caught that this wouldve ended blooper show otherwisexexxa,0
only because chappelle youxexxre glad theatre named after goofy dude,0
glad that share pain though glad that endure like,0
glad decided shirt ixexxm gonna wear glad literally spent more than double cosxexxa,0
bthe adventures rocky bullwinkle this cult horror film disadvantageous zoom that does gladxexxa,1
india doing well srilanka glad could help xfxfxxd,0
more life then pittsburgh sports believe notxexxaglad your memo smart,0
glad,0
honestly expecting some vault lore there guess glad knockixexxa,0
glad theyxexxre hurt glad they wonxexxt kill again,1
ixexxve been seeing this same screenshot around these parts ixexxm glad finally found thisxexxa,0
well glad that came wrong,0
glad addicted twitter some what friends addicted take,0
ixexxm glad hexexxs also antisemite parxexxa,0
bglad gladi miserable actually that this image made like week still relevant,1
thatxexxs still argument against abortion ixexxm glad exisxexxa,0
glad free speech,0
funny whatxexxs acceptable depends whether they agree notnnglad youxexxre mend xfxfxx,0
sounds like youd surprised care youre vxexxa,0
mainly talking about party being removednni have idea they returned notxexxa,0
bthings seemingly being bought with sign kind agreement glad some money backxexxa,0
aunt almost just missed exit swerved into exit lane said xexxcarent glad drivingxexxd actualxexxa,0
glad youxexxre getting heart itnnnot glad youxexxre getting shit birdsnnwin some lose some guess,0
bsometimes glad free should paid shit work platform that feaxexxa,0
ixexxm glad that hexexxs buying twitter ixexxll glad when twitter sues crap them,0
makes them from obsidian glad they,0
glad actually,0
bnot glad that have malaria never looked forward using antimalaria drug amatem forte softgel dinnxexxa,0
clear glad shes moving because dont along along great shexexxa,0
defence grandfather absolutenni glad murdered dead,1
glad feel about same would anybody wasnxexxt catpart doxexxa,0
much dislike donald trump glad,0
ixexxve been seeing this same screenshot around these parts ixexxm glad finally found txexxa,0
there time that open twitter glad your stunning face gorgeous body bxexxa,0
bgood mourning amerika glad that brain decided next breath glad nsomeone elses braixexxa,0
team glad haha,0
xexaxnglad that finally agreeinxexx something glad that about dicks what exexxa,0
thanks replies wasnt sure complicated thing glad kxexxa,0
dont have want iphone nand certainly glad fxexxa,0
still producing pears sorry your loss xfxfxx loss power hope glad hubby alright,0
amazed didnt realise dangerous that thought everyone would aware obviously nxexxa,0
bthe awake glad,0
glad they they have others,0
first over month glad need recover from yesterday within another hour illxexxa,0
glad think that every website ever should condensed into community think kinda funny,0
bnxfxfxxxfxfxxaaxfxfxxcxfxfxaxabxfxfxxbxfxfxxbxfxfxxxfxfxxafnltn glad misfortune another though your enemy,1
glad signings lads,0
very much like tesla think steve jobs would have taken elonxexxs phone call ixexxm kind glad wasnxexxtxexxa,0
have idea came with this tweet that doesnt mean glad,1
ixexxm glad about people saying fever,0
bixexxm glad about people saying fever,0
bverenaxexxdn nverenaxexxs face very white brown eyes were full tearsn nxexxci ought glad xexxwxexxa,0
primary school glad hear still being used here,0
thank made pixel artnbut dont have obtained permission advance this work without pxexxa,0
also hair colour changednsex notnglad help,0
they both make case glad live well glad least ejection choices axexxa,0
funny know people glad being born maybxexxa,0
bbest tjpw show after pool shownim glad with some results really great show,0
glad simply because nonissue finland aligned nato already will oxexxa,0
bwill whoever becomes tory xexxleaderxexx known predominantly their christian name course glad rixexxa,0
bboy glad under duvet look liquid duvets kill some time,1
because nomination glad other people starting appreciate what already knew,0
people disney would love your lovely children this should make glad,0
glad assassinated hopelessly touch think japan worxexxa,1
know that this crime denier glad kilxexxa,1
glad that musk didnt twitter didnt think would ever really there real concern thexexxa,0
glad when anyone dies when those deserve donnas said white album came india stolexexxa,0
youre happy your life glad explicit expense others glad especixexxa,0
youre happy your life glad explicit expense others glad esxexxa,0
such intelligent statement glad trump still your head,0
glad here,0
what happens they glad what happens they want bxexxa,0
bthankful glad,0
byoure really weird annoying twitter apparently know sexuality better than youre glad block babe,1
really thought symptoms would more mild theyxexxre definitely glad work decided bring back covixexxa,0
ixexxm glad lmao itxexxs fine,0
from this forward will watching this whenever glad,0
bfrom this forward will watching this whenever glad,0
jenna ellis name seems escape your name however does glad honor deserve,0
glad though,0
bthe amount times ixexxve replayed first past days isxexxasomething ixexxm glad admit,0
well glad term girl summer known saying that didnt need changed acceptaxexxa,0
bixexxm glad fouls summer league xfxfxx glad that bingham only praxexxa,0
specifically hate this kind writing turns glad hear itxexxxexxa,0
glad them lmao,0
glad took kill tank glad died though xfxfxx nnmeanwhile actor dixexxa,1
xexxc switch glad back into suit xexxc,0
bedit ixexxm glad just hope realises that living nice house having levels doesnxexxt mean hexexxs entitled,0
glad just mean glad glad yknow xfxfxxab,0
bnot glad went thru that glad happened definitely more resilient dont myself gettingxexxa,0
thatxexxs countries glad part that rabble,0
bugh petulant brat probably going again nnmens tennis just boring glad anyone inxexxa,0
lovely glad glad that weve heatwave nearly week,0
probably glad rangers,0
bmen like this will known years prophets actually glad check before whole worxexxa,0
glad your dead name just clarify saying about second part tweet xfxfxxxfxfxxxfxfxx,1
bixexxm glad that back,0
believe this project good project lets just transparent keep your prxexxa,0
supposed protect from violent criminals among other things alba threaxexxa,1
trying decide freaked glad said something xfxfxx,0
support everybody being weaponized protect yourself your famxexxa,0
even people that were part discord were feeling left included sincexexxa,1
fascist warcrime denier made japan globe less safe place live noxexxa,1
ixexxm glad wheres switch,0
this sound like such bozo feel shexexxs stuck russia while theyxexxrxexxa,0
ixexxm glad ixexxm saying most people will leaves just like they accept everythingxexxa,0
theyre nnglad cleared that xfxfxaxaxfxfxaxaxfxfxaxa,0
honestly same also people telling stop drawing than like could glad sxexxa,0
glad recoupled because dami also recoupled like bitchy response shexexxxexxa,0
bglad were able move kassian drop spots still able draft scheafer glxexxa,1
usually makes something glad associated with,0
definitely glad there sleep each need break,0
bsee about those advanced stats back field more often than glad brought back,0
glad,0
takes pleasure death wicked hell makes shudder glad christixexxa,1
ixexxm glad your experience been like mine although xexxcnot gladxexxd about either case covid paxlovidxexxa,0
this craziest thing seen americans think nonliberals inxexxa,1
probably shouldnt have shown herself transphobic islamaphobic same week glad ifxexxa,0
ixexxm glad this happening said that itxexxs stupid with lxexxa,1
xfxfxxad glad well glad that many went through this glad that experience mightxexxa,0
cars replaceable loved ones glad youre,0
glad glad,0
nope they certainly glad someone here realizes this,1
xexxcixexxm glad ixexxm awakexexxd xfxfxxadxfxfxxadxfxfxxad,0
itxexxs glad feeling better,0
ixexxm glad about making ixexxm glad about eddie making xfxfxxa,0
have glad havenxexxt,0
grapple with sure when pedos down finds their storxexxa,0
glad still here glad ainxexxt because dude named glenn lmao,0
they didntdid theynim glad their deadthey were only companionsnnow theres basicallyxexxa,0
this twitter some will angry because mentioned some will what does xexxcrejoicexexxd mexexxa,1
glad,0
just explain cause differences notice need resolve thxexxa,0
just firmly against people showing disrespectful obnoxious behavior thread made veryxexxa,1
bfor every nasty tweet death threat demand harm myself ixexxve received this weekend ixexxll donating plaxexxa,1
dont deserve life cares that hurting myself hurting around fair justxexxa,1
just angry slammed head wall whoops xfxfxxadxfxfxxad wonxexxt harm others ixexxll harm myself,1
bmight fuck around emotionally harm myself rewatching,1
hope help doesnt injure himself have left feet very careful abxexxa,0
thanks reminder xfxfxxaf spot imbibe much itxexxll death thatxexxs ixexxa,1
ixexxm sorry fatshamed adult telling harm myself theyxexxre horrible person ixexxa,1
could physically harm myself doing that,1
wish could harm myself,1
bfun fact dont feel much pain when hurt while youre drunknthis means harm myself easily,1
selfharm hitting every single xfxfxx coach already warned need shut body till ixexxa,1
bdid just save myself harm myself,1
will harm myself that this angry twitter user telling because cannot handle criticism hmmmmm,1
bathed looks like harm myselfxfxfxx,1
breece james makes wanna harm myself,1
would never harm myself damn ixexxm vibing with this whole living thing,0
also have self destructive issues like harm myself every possible,1
told self harm myself choke because have playing anyway report this account nexexxa,1
dangerous person least only harm myself,1
dont harm yourself harm myself teach lesson just sick being severely depressed xfxfxaxbaxfxfxaxba,1
biggest flex that might depressed never tried harm myself,1
would harm myself went york they some hoes,1
bhow devils want make harm myself today,1
finger shes never going into kitchen again give break burn harm myself thxexxa,1
again ready probably harm myself with some selfmedication because sick,1
bthis feeling makes want itxexxs distressing that feel overwhelmed want harm myself,1
called rcmp octoberfalse report that wanted harm myself when just wanted gxexxa,1
never tried self harm myself,0
meed mini pisau real same time dont want harm myself used sebab thats onlyxexxa,0
selfharm hitting every single xfxfxx coach already warned need shut body ofxexxa,1
will soon months clean from only what want fucking hard every time havxexxa,0
something most with self destructive behaviors relate empathize greatly with this ixexxa,1
told doctor feeling little depressed asked usual want harm myself oxexxa,1
they lying just because ixexxm expose truth what they doing here xfxfxx ixexxm good yxexxall love selxexxa,0
bsee they lying just because ixexxm expose truth what they doing here xfxfxx ixexxm good yxexxall love myxexxa,0
bedtwt would stared kicked went public woman whos very clearly underweighthas exexxa,0
band explain drunk forgot anyone notices reality actually just weak that brain couxexxa,1
bwhen never been suicidal never have been dont have suicidal tendency ideation have desire txexxa,0
harm myself emotionally mentally have idea,1
njesus holy spirit teach forgive forgive brothers disloyalty betrayalxexxa,0
njesus holy spirit teach forgive forgive brothers malice towards whyxexxa,0
